Serial_number:
1092253
Project ID:

Location:

LEVEL
UNIT: m
Offset: 0.000000 m
TEMPERATURE
UNIT: °C
CON_UCTIVITY
UNIT: µS/cm
Date,Time,ms,LEVEL,TEMPERATURE,CON_UCTIVITY
8/29/2025,10:45:00 am,0,10.5109,24.743,24998.9
8/29/2025,11:00:00 am,0,10.5039,25.586,25784.1
8/29/2025,11:15:00 am,0,10.5015,25.954,26034.9
8/29/2025,11:30:00 am,0,10.5001,26.194,26218.1
8/29/2025,11:45:00 am,0,10.4969,26.373,26315.7
8/29/2025,12:00:00 pm,0,10.5437,26.527,26422.4
8/29/2025,12:15:00 pm,0,10.4911,26.659,26500.6
8/29/2025,12:30:00 pm,0,10.4890,26.789,26589.5
8/29/2025,12:45:00 pm,0,10.4876,26.928,26656.4
8/29/2025,01:00:00 pm,0,10.4854,27.081,26759.3
8/29/2025,01:15:00 pm,0,10.4824,27.211,26770.2
8/29/2025,01:30:00 pm,0,10.4794,27.353,26832.4
8/29/2025,01:45:00 pm,0,10.4773,27.500,26913.4
8/29/2025,02:00:00 pm,0,10.4750,27.632,26946.7
8/29/2025,02:15:00 pm,0,10.4729,27.738,26970.8
8/29/2025,02:30:00 pm,0,10.4706,27.832,26987.3
8/29/2025,02:45:00 pm,0,10.4684,27.922,27009.2
8/29/2025,03:00:00 pm,0,10.4661,27.999,27021.3
8/29/2025,03:15:00 pm,0,10.4649,28.066,26996.3
8/29/2025,03:30:00 pm,0,10.4626,28.130,26948.9
8/29/2025,03:45:00 pm,0,10.4615,28.179,26938.9
8/29/2025,04:00:00 pm,0,10.4598,28.225,26880.0
8/29/2025,04:15:00 pm,0,10.4586,28.265,26862.3
8/29/2025,04:30:00 pm,0,10.4574,28.291,26807.6
8/29/2025,04:45:00 pm,0,10.4550,28.306,26759.3
8/29/2025,05:00:00 pm,0,10.4544,28.311,26725.7
8/29/2025,05:15:00 pm,0,10.4534,28.303,26692.2
8/29/2025,05:30:00 pm,0,10.4530,28.280,26628.2
8/29/2025,05:45:00 pm,0,10.4515,28.249,26567.0
8/29/2025,06:00:00 pm,0,10.4502,28.211,26493.7
8/29/2025,06:15:00 pm,0,10.4499,28.174,26432.8
8/29/2025,06:30:00 pm,0,10.4503,28.132,26346.4
8/29/2025,06:45:00 pm,0,10.4514,28.086,26283.9
8/29/2025,07:00:00 pm,0,10.4529,28.038,26215.5
8/29/2025,07:15:00 pm,0,10.4549,27.993,26180.5
8/29/2025,07:30:00 pm,0,10.4568,27.948,26094.4
8/29/2025,07:45:00 pm,0,10.4578,27.904,26041.6
8/29/2025,08:00:00 pm,0,10.4589,27.861,25997.2
8/29/2025,08:15:00 pm,0,10.4596,27.815,25957.4
8/29/2025,08:30:00 pm,0,10.4596,27.772,25895.3
8/29/2025,08:45:00 pm,0,10.4603,27.730,25875.7
8/29/2025,09:00:00 pm,0,10.4602,27.689,25801.2
8/29/2025,09:15:00 pm,0,10.4606,27.642,25770.8
8/29/2025,09:30:00 pm,0,10.4607,27.591,25706.0
8/29/2025,09:45:00 pm,0,10.4596,27.538,25673.6
8/29/2025,10:00:00 pm,0,10.4609,27.478,25604.7
8/29/2025,10:15:00 pm,0,10.4614,27.425,25551.1
8/29/2025,10:30:00 pm,0,10.4625,27.371,25517.6
8/29/2025,10:45:00 pm,0,10.4630,27.317,25468.8
8/29/2025,11:00:00 pm,0,10.4631,27.262,25420.9
8/29/2025,11:15:00 pm,0,10.4648,27.204,25374.1
8/29/2025,11:30:00 pm,0,10.4648,27.147,25329.4
8/29/2025,11:45:00 pm,0,10.4657,27.083,25288.7
8/30/2025,12:00:00 am,0,10.4654,27.016,25243.8
8/30/2025,12:15:00 am,0,10.4647,26.960,25201.8
8/30/2025,12:30:00 am,0,10.4650,26.904,25188.3
8/30/2025,12:45:00 am,0,10.4652,26.847,25144.8
